名称,大类,中类,lng,lat,省份,城市,区域
武汉九康医院,医疗保健,综合医院,114.052578,30.451808,湖北省,武汉市,蔡甸区
武汉名逸医院,医疗保健,综合医院,114.156383,30.497374,湖北省,武汉市,蔡甸区
普仁医院医联体,医疗保健,综合医院,114.157183,30.498081000000003,湖北省,武汉市,蔡甸区
东园中西医结合医院健康体检中心,医疗保健,综合医院,114.15687,30.497633,湖北省,武汉市,蔡甸区
东风阳光城社区卫生运营服务站,医疗保健,综合医院,114.156787,30.497893,湖北省,武汉市,蔡甸区
三好中医馆,医疗保健,综合医院,114.182168,30.518865,湖北省,武汉市,蔡甸区
江汉大学医院,医疗保健,综合医院,114.163248,30.509079,湖北省,武汉市,蔡甸区
琴断口街陶家岭社区卫生运营服务站,医疗保健,综合医院,114.192022,30.542768,湖北省,武汉市,汉阳区
汉阳医院新天分院,医疗保健,综合医院,114.132799,30.553126,湖北省,武汉市,蔡甸区
新天医院,医疗保健,综合医院,114.132795,30.552774,湖北省,武汉市,蔡甸区
同济医院,医疗保健,综合医院,114.112291,30.547222,湖北省,武汉市,蔡甸区
华中科技大学同济医院女值班室,医疗保健,综合医院,114.113877,30.548788,湖北省,武汉市,蔡甸区
华中科技大学同济医院护士长办公室,医疗保健,综合医院,114.113431,30.547445,湖北省,武汉市,蔡甸区
华中科技大学同济医学院附属同济医院,医疗保健,综合医院,114.113673,30.547924,湖北省,武汉市,蔡甸区
华中科技大学同济医院院区办公室,医疗保健,综合医院,114.114543,30.548803,湖北省,武汉市,蔡甸区
侨亚馨语康复医院,医疗保健,综合医院,114.115421,30.550156,湖北省,武汉市,蔡甸区
古田街古南社区卫生运营服务站,医疗保健,综合医院,114.185272,30.589317,湖北省,武汉市,硚口区
古田医院,医疗保健,综合医院,114.191955,30.594028,湖北省,武汉市,硚口区
古田街社区卫生中心,医疗保健,综合医院,114.19211,30.593912,湖北省,武汉市,硚口区
武汉送子鸟不孕症医院反复自然流产与精准保胎陈建明团队独立工作室,医疗保健,综合医院,114.191407,30.601196,湖北省,武汉市,硚口区
武汉明州康复医院,医疗保健,综合医院,114.192656,30.603657,湖北省,武汉市,硚口区
第一医院,医疗保健,综合医院,114.165169,30.612731,湖北省,武汉市,硚口区
公共卫生中心,医疗保健,综合医院,114.165029,30.612956,湖北省,武汉市,硚口区
易家街社区卫生中心,医疗保健,综合医院,114.164608,30.612147,湖北省,武汉市,硚口区
慈惠街卫生室,医疗保健,综合医院,114.123007,30.597206,湖北省,武汉市,东西湖区
慈惠街社区卫生中心,医疗保健,综合医院,114.122638,30.597195,湖北省,武汉市,东西湖区
长青街卫生室,医疗保健,综合医院,114.133252,30.614815,湖北省,武汉市,东西湖区
长青街卫生室门诊,医疗保健,综合医院,114.132865,30.615312,湖北省,武汉市,东西湖区
蔡甸街卫生室新农分院,医疗保健,综合医院,114.072205,30.563021,湖北省,武汉市,蔡甸区
中医医院,医疗保健,综合医院,114.027424,30.577047,湖北省,武汉市,蔡甸区
中医医院儿科门诊,医疗保健,综合医院,114.027322,30.577201,湖北省,武汉市,蔡甸区
中医医院住院部,医疗保健,综合医院,114.027149,30.576852,湖北省,武汉市,蔡甸区
中医院发热门诊,医疗保健,综合医院,114.027992,30.577,湖北省,武汉市,蔡甸区
第三人民医院,医疗保健,综合医院,114.031287,30.646856,湖北省,武汉市,东西湖区
走马岭街中心卫生室,医疗保健,综合医院,114.032063,30.646799,湖北省,武汉市,东西湖区
武汉燕岭医院,医疗保健,综合医院,113.983234,30.682016,湖北省,武汉市,东西湖区
妇幼保健医院,医疗保健,综合医院,114.133417,30.627453,湖北省,武汉市,东西湖区
中医医院,医疗保健,综合医院,114.133424,30.626188000000003,湖北省,武汉市,东西湖区
中医医院住院部,医疗保健,综合医院,114.133637,30.626318,湖北省,武汉市,东西湖区
吴家山街社区卫生中心住院部,医疗保健,综合医院,114.132764,30.625937,湖北省,武汉市,东西湖区
吴家山街社区卫生中心核酸采样点,医疗保健,综合医院,114.133447,30.625993,湖北省,武汉市,东西湖区
易家街竹叶海社区卫生运营服务站,医疗保健,综合医院,114.15461,30.622149,湖北省,武汉市,硚口区
武汉唐人生生医院,医疗保健,综合医院,114.144415,30.63655,湖北省,武汉市,东西湖区
径河街海景北村社区卫生运营服务站,医疗保健,综合医院,114.144731,30.640221,湖北省,武汉市,东西湖区
武汉太康医院,医疗保健,综合医院,114.152902,30.636931,湖北省,武汉市,东西湖区
太康医院,医疗保健,综合医院,114.154155,30.637236,湖北省,武汉市,东西湖区
武汉同人康中医医院,医疗保健,综合医院,114.151006,30.650375,湖北省,武汉市,东西湖区
金银湖街第二社区卫生中心,医疗保健,综合医院,114.170739,30.664404,湖北省,武汉市,东西湖区
金银湖街第二社区卫生中心核酸采样点,医疗保健,综合医院,114.170664,30.663918,湖北省,武汉市,东西湖区
中医医院,医疗保健,综合医院,114.317277,30.342881,湖北省,武汉市,江夏区
湖北中医药大学教学医院,医疗保健,综合医院,114.317412,30.342629,湖北省,武汉市,江夏区
纸坊街龙井社区卫生运营服务站,医疗保健,综合医院,114.321919,30.346437,湖北省,武汉市,江夏区
武汉民泰医院,医疗保健,综合医院,114.328948,30.349776,湖北省,武汉市,江夏区
纸坊街社区卫生中心,医疗保健,综合医院,114.31964,30.35342,湖北省,武汉市,江夏区
武汉大学中南医院医疗联合体医院,医疗保健,综合医院,114.319668,30.353856,湖北省,武汉市,江夏区
武汉大学城医院,医疗保健,综合医院,114.311133,30.413878,湖北省,武汉市,江夏区
中医院城北华街分院,医疗保健,综合医院,114.321653,30.357215,湖北省,武汉市,江夏区
花山社区卫生运营服务站,医疗保健,综合医院,114.329035,30.359259,湖北省,武汉市,江夏区
纸坊街文苑社区卫生运营服务站,医疗保健,综合医院,114.317899,30.360989,湖北省,武汉市,江夏区
第一人民医院住院楼,医疗保健,综合医院,114.320174,30.371356,湖北省,武汉市,江夏区
湖北美术学院藏龙岛校区医院,医疗保健,综合医院,114.415715,30.390692,湖北省,武汉市,江夏区
武汉设计工程学院卫生所,医疗保健,综合医院,114.410848,30.404859,湖北省,武汉市,江夏区
湖北经济学院医院,医疗保健,综合医院,114.429304,30.417066,湖北省,武汉市,江夏区
龙城社区卫生中心急诊,医疗保健,综合医院,114.379965,30.46341,湖北省,武汉市,江夏区
龙城社区卫生中心口腔科,医疗保健,综合医院,114.378698,30.463888,湖北省,武汉市,江夏区
关东街龙城社区卫生中心核酸采样点,医疗保健,综合医院,114.378991,30.463691,湖北省,武汉市,江夏区
佛祖岭南湖社区卫生运营服务站,医疗保健,综合医院,114.377973,30.4649,湖北省,武汉市,江夏区
保利心语社区卫生运营服务站,医疗保健,综合医院,114.325465,30.474118,湖北省,武汉市,洪山区
武汉亚心总医院住院部1号楼,医疗保健,综合医院,114.203879,30.501069,湖北省,武汉市,汉阳区
武汉亚心总医院,医疗保健,综合医院,114.203557,30.500753,湖北省,武汉市,汉阳区
四新街社区卫生中心澜菲溪岸社区预防接种点,医疗保健,综合医院,114.211251,30.511494,湖北省,武汉市,汉阳区
成宝社区卫生站,医疗保健,综合医院,114.309962,30.498928,湖北省,武汉市,洪山区
南湖街华锦社区卫生运营服务站,医疗保健,综合医院,114.310686,30.504122,湖北省,武汉市,武昌区
华锦社区卫生运营服务站成人预防接种门诊,医疗保健,综合医院,114.310769,30.50373,湖北省,武汉市,武昌区
南湖街华锦社区卫生运营服务站狂犬病暴露预防处置门诊,医疗保健,综合医院,114.310554,30.503635,湖北省,武汉市,武昌区
列电社区卫生运营服务站,医疗保健,综合医院,114.294537,30.507021,湖北省,武汉市,洪山区
池阳社区卫生中心,医疗保健,综合医院,114.314338,30.504725,湖北省,武汉市,武昌区
武汉兰湖医院,医疗保健,综合医院,114.314312,30.50948,湖北省,武汉市,武昌区
南湖街社区卫生中心,医疗保健,综合医院,114.317086,30.513042,湖北省,武汉市,武昌区
南湖街社区卫生中心妇幼保健部,医疗保健,综合医院,114.316322,30.512801000000003,湖北省,武汉市,武昌区
洲头街崇善社区卫生运营服务站,医疗保健,综合医院,114.257198,30.525024,湖北省,武汉市,汉阳区
武汉桥机康泰综合医院,医疗保健,综合医院,114.25874,30.527723,湖北省,武汉市,汉阳区
洲头街社区卫生中心,医疗保健,综合医院,114.256912,30.529679,湖北省,武汉市,汉阳区
鹦鹉街社区卫生中心钢管社区卫生服务站,医疗保健,综合医院,114.258692,30.531788,湖北省,武汉市,汉阳区
人民医院双向转诊医院,医疗保健,综合医院,114.309836,30.535111,湖北省,武汉市,武昌区
人民医院,医疗保健,综合医院,114.302912,30.535952,湖北省,武汉市,武昌区
人民医院主院区生殖与儿童中心住院部,医疗保健,综合医院,114.303091,30.535624,湖北省,武汉市,武昌区
武汉大学人民医院乳腺甲状腺中心,医疗保健,综合医院,114.304291,30.53629,湖北省,武汉市,武昌区
武汉大学人民医院精神卫生中心,医疗保健,综合医院,114.298012,30.537455,湖北省,武汉市,武昌区
人民医院主院区临床心理科精神科一病区,医疗保健,综合医院,114.29769,30.537946,湖北省,武汉市,武昌区
人民医院精神医学科一病区,医疗保健,综合医院,114.29795,30.538278,湖北省,武汉市,武昌区
黄鹤楼街社区卫生中心,医疗保健,综合医院,114.301155,30.538178,湖北省,武汉市,武昌区
第三医院,医疗保健,综合医院,114.302242,30.540313,湖北省,武汉市,武昌区
第三医院,医疗保健,综合医院,114.302312,30.539816,湖北省,武汉市,武昌区
武汉大学同仁医院医疗美容科,医疗保健,综合医院,114.301834,30.540275,湖北省,武汉市,武昌区
首义路街社区卫生中心,医疗保健,综合医院,114.31018,30.537798,湖北省,武汉市,武昌区
第三医院医联体医院,医疗保健,综合医院,114.310157,30.537344,湖北省,武汉市,武昌区
惠民医院,医疗保健,综合医院,114.309442,30.537337,湖北省,武汉市,武昌区
长湖社区卫生运营服务站,医疗保健,综合医院,114.309052,30.537871,湖北省,武汉市,武昌区
中南财经政法大学首义校区医院,医疗保健,综合医院,114.314835,30.537827,湖北省,武汉市,武昌区
首义路街中南财经政法大学首义校区社区卫生运营服务站,医疗保健,综合医院,114.315002,30.53813,湖北省,武汉市,武昌区
武警总队医院,医疗保健,综合医院,114.314007,30.545094,湖北省,武汉市,武昌区
总队医院发热门诊,医疗保健,综合医院,114.313992,30.543607,湖北省,武汉市,武昌区
武警医院医学整形美容专科,医疗保健,综合医院,114.314336,30.543854,湖北省,武汉市,武昌区
武汉汉方药谷中医院,医疗保健,综合医院,114.30559,30.545952,湖北省,武汉市,武昌区
粮道街社区卫生中心,医疗保健,综合医院,114.304663,30.547055,湖北省,武汉市,武昌区
中医院门诊部,医疗保健,综合医院,114.310115,30.549965,湖北省,武汉市,武昌区
中医院花园山院区,医疗保健,综合医院,114.309589,30.551069,湖北省,武汉市,武昌区
中医院煎药室,医疗保健,综合医院,114.309159,30.550148,湖北省,武汉市,武昌区
中医院花园山院区住院部,医疗保健,综合医院,114.310018,30.550256,湖北省,武汉市,武昌区
湖北中医药大学附属医院,医疗保健,综合医院,114.309876,30.549792,湖北省,武汉市,武昌区
中医院花园山院区磁共振室,医疗保健,综合医院,114.310383,30.550724,湖北省,武汉市,武昌区
中医院花园山新门诊大楼,医疗保健,综合医院,114.308831,30.550795,湖北省,武汉市,武昌区
中医院花园山院区核酸采样点,医疗保健,综合医院,114.310067,30.549887,湖北省,武汉市,武昌区
湖北中医药大学堂医院,医疗保健,综合医院,114.31546,30.549748,湖北省,武汉市,武昌区
中华路街西城壕社区卫生运营服务站,医疗保健,综合医院,114.304533,30.55144,湖北省,武汉市,武昌区
中医院花园山院区门诊部,医疗保健,综合医院,114.309405,30.549774,湖北省,武汉市,武昌区
湖北中医学院附属医院行政办公大楼,医疗保健,综合医院,114.308797,30.550296000000003,湖北省,武汉市,武昌区
中医院针灸科,医疗保健,综合医院,114.308376,30.54996,湖北省,武汉市,武昌区
中医院康复医学科按摩科,医疗保健,综合医院,114.308498,30.550431,湖北省,武汉市,武昌区
中医院按摩科康复医学科,医疗保健,综合医院,114.308711,30.549911,湖北省,武汉市,武昌区
药局中医院,医疗保健,综合医院,114.294886,30.547885,湖北省,武汉市,武昌区
武汉道一堂中医医院,医疗保健,综合医院,114.295299,30.547782,湖北省,武汉市,武昌区
鹦鹉街社区卫生中心公共卫生科,医疗保健,综合医院,114.267332,30.539837,湖北省,武汉市,汉阳区
第五医院鹦鹉街社区卫生中心医疗联合体,医疗保健,综合医院,114.268489,30.539591,湖北省,武汉市,汉阳区
武汉友好医院,医疗保健,综合医院,114.266948,30.542143,湖北省,武汉市,汉阳区
武汉友好医院定点妇科中心体检,医疗保健,综合医院,114.266272,30.542464,湖北省,武汉市,汉阳区
金药堂中医院门诊部,医疗保健,综合医院,114.267977,30.542798,湖北省,武汉市,汉阳区
第五医院住院部2区,医疗保健,综合医院,114.271781,30.548056,湖北省,武汉市,汉阳区
第五医院智能化免煎中药店,医疗保健,综合医院,114.271642,30.547997,湖北省,武汉市,汉阳区
第五医院,医疗保健,综合医院,114.271689,30.548114,湖北省,武汉市,汉阳区
江汉大学附属第二医院,医疗保健,综合医院,114.271577,30.547813,湖北省,武汉市,汉阳区
铁路中心医院,医疗保健,综合医院,114.274978,30.549943,湖北省,武汉市,汉阳区
建桥街社区卫生中心公共卫生科,医疗保健,综合医院,114.275467,30.551676,湖北省,武汉市,汉阳区
建桥街社区卫生中心,医疗保健,综合医院,114.275549,30.551502000000003,湖北省,武汉市,汉阳区
第五医院住院部3区,医疗保健,综合医院,114.271366,30.546785,湖北省,武汉市,汉阳区
第五医院SPECT中心,医疗保健,综合医院,114.270873,30.546374,湖北省,武汉市,汉阳区
建桥街河泊社区卫生运营服务站,医疗保健,综合医院,114.269941,30.545644,湖北省,武汉市,汉阳区
第五医院体检中心,医疗保健,综合医院,114.27073,30.548126,湖北省,武汉市,汉阳区
洲头街倒南社区卫生运营服务站,医疗保健,综合医院,114.251445,30.521627,湖北省,武汉市,汉阳区
洲头街红建社区卫生运营服务站,医疗保健,综合医院,114.254397,30.526976,湖北省,武汉市,汉阳区
五里墩街社区卫生中心,医疗保健,综合医院,114.253774,30.541009,湖北省,武汉市,汉阳区
五琴里社区卫生运营服务站,医疗保健,综合医院,114.251674,30.553079,湖北省,武汉市,汉阳区
社区卫生运营服务站,医疗保健,综合医院,114.206867,30.549023,湖北省,武汉市,汉阳区
洪山街北港社区卫生运营服务站,医疗保健,综合医院,114.328298,30.499392,湖北省,武汉市,洪山区
南湖街水域天际社区卫生服物站,医疗保健,综合医院,114.324182,30.501186,湖北省,武汉市,武昌区
方桂园社区卫生运营服务站,医疗保健,综合医院,114.362467,30.504641,湖北省,武汉市,洪山区
仁安医院中医科,医疗保健,综合医院,114.368821,30.507045,湖北省,武汉市,洪山区
泰斗中医院,医疗保健,综合医院,114.364676,30.508498,湖北省,武汉市,洪山区
荣军医院门诊部,医疗保健,综合医院,114.377557,30.505807,湖北省,武汉市,洪山区
武汉虎泉医院门诊,医疗保健,综合医院,114.369121,30.514041,湖北省,武汉市,洪山区
珞南街社区卫生中心,医疗保健,综合医院,114.349009,30.516467,湖北省,武汉市,洪山区
中医医院,医疗保健,综合医院,114.349392,30.516884,湖北省,武汉市,洪山区
武汉理工大学医院,医疗保健,综合医院,114.351803,30.520207,湖北省,武汉市,洪山区
理工大社区卫生中心,医疗保健,综合医院,114.352337,30.519184000000003,湖北省,武汉市,洪山区
明家老铺中医院,医疗保健,综合医院,114.350875,30.519546,湖北省,武汉市,洪山区
石牌园社区卫生运营服务站,医疗保健,综合医院,114.340004,30.518173,湖北省,武汉市,洪山区
南湖街社区卫生健康管理中心,医疗保健,综合医院,114.316631,30.51309,湖北省,武汉市,武昌区
普航医院,医疗保健,综合医院,114.318664,30.516586,湖北省,武汉市,武昌区
洪山街井岗社区卫生运营服务站,医疗保健,综合医院,114.318285,30.517478,湖北省,武汉市,洪山区
八一社区卫生运营服务站,医疗保健,综合医院,114.388801,30.493974,湖北省,武汉市,洪山区
武汉东湖新技术开发区关东街道第二社区卫生中心,医疗保健,综合医院,114.388981,30.493653,湖北省,武汉市,洪山区
中南民族大学医院,医疗保健,综合医院,114.397412,30.488027,湖北省,武汉市,洪山区
武汉东湖高新民康医院,医疗保健,综合医院,114.403508,30.487773,湖北省,武汉市,洪山区
关山街七一七社区卫生中心,医疗保健,综合医院,114.400178,30.499142,湖北省,武汉市,洪山区
武汉洪山德佑中医院,医疗保健,综合医院,114.400146,30.49758,湖北省,武汉市,洪山区
卓刀泉街关西社区卫生运营服务站,医疗保健,综合医院,114.387818,30.49916,湖北省,武汉市,洪山区
关山街第一社区卫生中心,医疗保健,综合医院,114.411563,30.49383,湖北省,武汉市,洪山区
关一社区卫生中心,医疗保健,综合医院,114.410453,30.493207,湖北省,武汉市,洪山区
第三医院,医疗保健,综合医院,114.410786,30.498553,湖北省,武汉市,洪山区
第三医院,医疗保健,综合医院,114.411396,30.498942,湖北省,武汉市,洪山区
第三医院,医疗保健,综合医院,114.411874,30.49934,湖北省,武汉市,洪山区
急救中心胸痛急救站,医疗保健,综合医院,114.411008,30.498951,湖北省,武汉市,洪山区
第三医院光谷院区急诊,医疗保健,综合医院,114.411485,30.498902,湖北省,武汉市,洪山区
第三医院光谷院区住院部,医疗保健,综合医院,114.411187,30.499051,湖北省,武汉市,洪山区
关东街第二社区卫生中心,医疗保健,综合医院,114.426756,30.505529,湖北省,武汉市,洪山区
关东街第二社区卫生中心狂犬病预防处置门诊,医疗保健,综合医院,114.427753,30.505181,湖北省,武汉市,洪山区
关山口社区卫生运营服务站,医疗保健,综合医院,114.428092,30.506718,湖北省,武汉市,洪山区
荣军医院,医疗保健,综合医院,114.377142,30.505623,湖北省,武汉市,洪山区
荣军医院儿童康复部,医疗保健,综合医院,114.378043,30.506405,湖北省,武汉市,洪山区
荣军医院综合楼,医疗保健,综合医院,114.377934,30.506091,湖北省,武汉市,洪山区
荣军医院老年病科,医疗保健,综合医院,114.378028,30.505831,湖北省,武汉市,洪山区
中医院门诊部,医疗保健,综合医院,114.407214,30.507386,湖北省,武汉市,洪山区
中医院急诊,医疗保健,综合医院,114.407378,30.50586,湖北省,武汉市,洪山区
中医院光谷院区门诊,医疗保健,综合医院,114.407133,30.506998,湖北省,武汉市,洪山区
中医院健康管理中心,医疗保健,综合医院,114.407793,30.507498,湖北省,武汉市,洪山区
武汉科技大学附属天佑医院,医疗保健,综合医院,114.326157,30.524973,湖北省,武汉市,武昌区
医保定点医疗机构,医疗保健,综合医院,114.341952,30.526788000000003,湖北省,武汉市,武昌区
珞南街洪珞社区卫生运营服务站,医疗保健,综合医院,114.344016,30.526477,湖北省,武汉市,洪山区
武锅医院,医疗保健,综合医院,114.336475,30.52882,湖北省,武汉市,武昌区
武汉华夏医院,医疗保健,综合医院,114.333898,30.53208,湖北省,武汉市,武昌区
中共武汉华夏医院委员会,医疗保健,综合医院,114.334413,30.531592,湖北省,武汉市,武昌区
中国人民解放军中部战区总医院综合楼,医疗保健,综合医院,114.342791,30.531064,湖北省,武汉市,武昌区
中国人民解放军中部战区总医院门诊楼,医疗保健,综合医院,114.344677,30.530694,湖北省,武汉市,武昌区
门诊部,医疗保健,综合医院,114.344277,30.529891,湖北省,武汉市,武昌区
中国人民解放军中部战区总医院急诊,医疗保健,综合医院,114.344888,30.530558,湖北省,武汉市,武昌区
中国人民解放军中部战区总医院胸痛中心,医疗保健,综合医院,114.344309,30.530182,湖北省,武汉市,武昌区
感染内科门诊,医疗保健,综合医院,114.34508,30.52966,湖北省,武汉市,武昌区
中国人民解放军中部战区总医院,医疗保健,综合医院,114.34477,30.53137,湖北省,武汉市,武昌区
湖北大中中医院,医疗保健,综合医院,114.322864,30.530819,湖北省,武汉市,武昌区
新农合转诊医院,医疗保健,综合医院,114.322932,30.530979,湖北省,武汉市,武昌区
大东门社区卫生运营服务站,医疗保健,综合医院,114.320092,30.532117,湖北省,武汉市,武昌区
推拿医院,医疗保健,综合医院,114.330283,30.530515,湖北省,武汉市,武昌区
武汉艺萌康复医院,医疗保健,综合医院,114.325882,30.534195,湖北省,武汉市,武昌区
残联医疗康复定点医院,医疗保健,综合医院,114.32558,30.533635,湖北省,武汉市,武昌区
马应龙肛肠医院,医疗保健,综合医院,114.327415,30.537409,湖北省,武汉市,武昌区
武汉理工大学医院,医疗保健,综合医院,114.347924,30.523423,湖北省,武汉市,洪山区
武汉理工大学马房山校区西院校医院,医疗保健,综合医院,114.346992,30.522876,湖北省,武汉市,洪山区
武汉大学口腔医学院五诊室,医疗保健,综合医院,114.365377,30.522187,湖北省,武汉市,洪山区
湖北中医药高等专科学院附属医院,医疗保健,综合医院,114.366389,30.521667,湖北省,武汉市,洪山区
广埠屯社区卫生运营服务站,医疗保健,综合医院,114.363263,30.525008,湖北省,武汉市,洪山区
第七医院急诊,医疗保健,综合医院,114.331488,30.541378,湖北省,武汉市,武昌区
基本医疗救助定点医院,医疗保健,综合医院,114.330373,30.541535,湖北省,武汉市,武昌区
第七医院发热门诊,医疗保健,综合医院,114.330816,30.541165,湖北省,武汉市,武昌区
第七医院肠道门诊,医疗保健,综合医院,114.330853,30.540964,湖北省,武汉市,武昌区
第七医院,医疗保健,综合医院,114.331662,30.542453,湖北省,武汉市,武昌区
中南路街第一社区卫生中心,医疗保健,综合医院,114.321163,30.543686,湖北省,武汉市,武昌区
中医医院,医疗保健,综合医院,114.317606,30.543527,湖北省,武汉市,武昌区
中华路社区卫生中心,医疗保健,综合医院,114.317302,30.543348,湖北省,武汉市,武昌区
中华路街社区卫生中心,医疗保健,综合医院,114.31786,30.543686,湖北省,武汉市,武昌区
武汉科技大学附属天佑医院洪山分院,医疗保健,综合医院,114.340614,30.540027,湖北省,武汉市,武昌区
中医院省直分院,医疗保健,综合医院,114.345567,30.543996,湖北省,武汉市,武昌区
华中科技大学同济省直医院,医疗保健,综合医院,114.345343,30.543918,湖北省,武汉市,武昌区
直属机关医院,医疗保健,综合医院,114.345231,30.543781,湖北省,武汉市,武昌区
水果湖街省直社区卫生中心,医疗保健,综合医院,114.345743,30.54435,湖北省,武汉市,武昌区
水果湖街道省直社区卫生中心,医疗保健,综合医院,114.345875,30.543543000000003,湖北省,武汉市,武昌区
姚家岭社区卫生运营服务站,医疗保健,综合医院,114.335373,30.552205,湖北省,武汉市,武昌区
瑞华医院,医疗保健,综合医院,114.34941,30.566028,湖北省,武汉市,武昌区
美吉医院,医疗保健,综合医院,114.362404,30.579001,湖北省,武汉市,洪山区
医保定点医疗机构,医疗保健,综合医院,114.369758,30.579945,湖北省,武汉市,武昌区
武汉瑞华医院直属门诊部,医疗保健,综合医院,114.366843,30.57982,湖北省,武汉市,洪山区
武汉广华医院,医疗保健,综合医院,114.363145,30.581883,湖北省,武汉市,洪山区
梨园街东山亭社区卫生运营服务站,医疗保健,综合医院,114.366241,30.586121,湖北省,武汉市,洪山区
武汉五洲整形外科医院,医疗保健,综合医院,114.351633,30.584053,湖北省,武汉市,洪山区
湖大医院,医疗保健,综合医院,114.329192,30.576043,湖北省,武汉市,武昌区
湖北大学医院,医疗保健,综合医院,114.32922,30.576381,湖北省,武汉市,武昌区
徐家棚街湖北大学社区卫生运营服务站,医疗保健,综合医院,114.329163,30.576291,湖北省,武汉市,武昌区
紫荆医院内科楼,医疗保健,综合医院,114.32869,30.580234,湖北省,武汉市,武昌区
武汉紫荆医院住院部,医疗保健,综合医院,114.328897,30.580431,湖北省,武汉市,武昌区
武汉紫荆医院,医疗保健,综合医院,114.327901,30.581358,湖北省,武汉市,武昌区
武汉紫荆医院体检中心,医疗保健,综合医院,114.32817,30.58147,湖北省,武汉市,武昌区
武汉紫荆医院门诊部,医疗保健,综合医院,114.327632,30.581205,湖北省,武汉市,武昌区
紫荆医院综合大楼,医疗保健,综合医院,114.328281,30.581477000000003,湖北省,武汉市,武昌区
华润武钢总医院洪山中西医结合门诊部,医疗保健,综合医院,114.380898,30.605203000000003,湖北省,武汉市,洪山区
御医堂爱心医院,医疗保健,综合医院,114.404698,30.618792,湖北省,武汉市,洪山区
现代花园社区卫生运营服务站,医疗保健,综合医院,114.407956,30.619129,湖北省,武汉市,青山区
社区卫生中心,医疗保健,综合医院,114.392001,30.616962,湖北省,武汉市,洪山区
青山区钢花村街社区卫生中心,医疗保健,综合医院,114.39208,30.617694,湖北省,武汉市,洪山区
武钢二医院,医疗保健,综合医院,114.380009,30.616165,湖北省,武汉市,洪山区
武汉京都结石病医院,医疗保健,综合医院,114.346195,30.594056,湖北省,武汉市,武昌区
梨园街社区卫生中心,医疗保健,综合医院,114.349058,30.587357,湖北省,武汉市,洪山区
武汉升华蛇疗中医院,医疗保健,综合医院,114.348503,30.589988,湖北省,武汉市,洪山区
和平街欧洲花园社区卫生运营服务站,医疗保健,综合医院,114.34786,30.590701,湖北省,武汉市,洪山区
杨园街柴东社区卫生运营服务站,医疗保健,综合医院,114.348945,30.598797,湖北省,武汉市,武昌区
钢都冶建花园社区卫生运营服务站,医疗保健,综合医院,114.375019,30.613739,湖北省,武汉市,青山区
第九医院,医疗保健,综合医院,114.360648,30.619158,湖北省,武汉市,青山区
琴断口街七里晴川社区卫生运营服务站,医疗保健,综合医院,114.223527,30.555483,湖北省,武汉市,汉阳区
第一医院汉阳门诊,医疗保健,综合医院,114.215938,30.565444,湖北省,武汉市,汉阳区
中医医院,医疗保健,综合医院,114.213487,30.565403,湖北省,武汉市,汉阳区
知音东苑社区运营服务站,医疗保健,综合医院,114.214671,30.567883,湖北省,武汉市,汉阳区
慈安医院,医疗保健,综合医院,114.211648,30.56833,湖北省,武汉市,汉阳区
慈安医院医疗救助服务运营中心,医疗保健,综合医院,114.212028,30.568132,湖北省,武汉市,汉阳区
玫瑰苑社区卫生运营服务站,医疗保健,综合医院,114.204834,30.566085,湖北省,武汉市,汉阳区
五麟里社区卫生运营服务站,医疗保健,综合医院,114.230451,30.554928,湖北省,武汉市,汉阳区
第三人民医院,医疗保健,综合医院,114.253087,30.568894,湖北省,武汉市,硚口区
武汉大学附属中山医院,医疗保健,综合医院,114.255423,30.569337,湖北省,武汉市,硚口区
第三人民医院行政办公大楼,医疗保健,综合医院,114.253886,30.568642,湖北省,武汉市,硚口区
中山医院行政办公大楼,医疗保健,综合医院,114.254176,30.568367,湖北省,武汉市,硚口区
荣华街社区卫生中心,医疗保健,综合医院,114.255581,30.570535,湖北省,武汉市,硚口区
荣华街社区卫生中心公共卫生科,医疗保健,综合医院,114.254336,30.570410000000003,湖北省,武汉市,硚口区
第三人民医院卒中中心,医疗保健,综合医院,114.254926,30.569625,湖北省,武汉市,硚口区
中山医院体检中心,医疗保健,综合医院,114.254393,30.569627,湖北省,武汉市,硚口区
第三人民医院胸痛中心,医疗保健,综合医院,114.252502,30.569423,湖北省,武汉市,硚口区
第三人民医院张建军独立工作室,医疗保健,综合医院,114.252849,30.569628,湖北省,武汉市,硚口区
第三人民医院本部门诊,医疗保健,综合医院,114.253708,30.568884,湖北省,武汉市,硚口区
第三人民医院后勤楼,医疗保健,综合医院,114.253385,30.568531,湖北省,武汉市,硚口区
第三人民医院本部诚信住院楼,医疗保健,综合医院,114.254171,30.56845,湖北省,武汉市,硚口区
第三人民医院本部住院部,医疗保健,综合医院,114.253276,30.569158,湖北省,武汉市,硚口区
第三人民医院本部急诊,医疗保健,综合医院,114.252698,30.569408000000003,湖北省,武汉市,硚口区
汉水桥街社区卫生中心南区,医疗保健,综合医院,114.242225,30.573686,湖北省,武汉市,硚口区
宏昇中医院,医疗保健,综合医院,114.251604,30.574335,湖北省,武汉市,硚口区
东方阳光中西医结合医院,医疗保健,综合医院,114.249034,30.576773,湖北省,武汉市,硚口区
汉兴养老阳光医院,医疗保健,综合医院,114.249242,30.576163,湖北省,武汉市,硚口区
